loan_id,origination_month,vintage_year,vintage_quarter,credit_score,credit_score_band,ltv,ltv_band,dti,dti_band,original_balance,original_term_months,state,loan_purpose,property_type,occupancy_type,servicer_name,source_system,document_status,interest_rate
7TPSB0W4G6KB,2018-07-01,2018,2018Q3,742,740-799,71.25,60-75%,42.23,36-43%,396000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.854
RNH7WE8ZC2WJ,2022-01-01,2022,2022Q1,743,740-799,78.56,75-80%,37.51,36-43%,308000.0,360,AL,Home Purchase,Single-Family Detached,Second Home,Beacon Home Loans,CoreServicing,Complete,5.87
P6ZSQBQ3GTBQ,2020-01-01,2020,2020Q1,814,800+,62.67,60-75%,16.14,<30%,334000.0,180,NC,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,2.885
D94171IUHG1S,2019-02-01,2019,2019Q1,780,740-799,63.66,60-75%,30.62,30-36%,283000.0,180,FL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.224
WS04J85NI0KB,2019-01-01,2019,2019Q1,765,740-799,54.82,<60%,21.44,<30%,303000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.137
9DAPU6IH22IA,2019-03-01,2019,2019Q1,620,<620,75.04,75-80%,43.96,>43%,225000.0,360,MA,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,VendorAPI,Complete,5.456
D8YSEVS0RJDO,2018-07-01,2018,2018Q3,726,700-739,75.03,75-80%,24.53,<30%,469000.0,360,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.802
8J0YMQ2EQ87W,2020-09-01,2020,2020Q3,585,<620,85.64,80-90%,40.89,36-43%,325000.0,360,IL,Rate/Term Refinance,Single-Family Detached,Second Home,Northgate Financial Servicing,VendorAPI,Complete,4.968
5WUGL8734WIG,2022-08-01,2022,2022Q3,723,700-739,79.09,75-80%,35.9,30-36%,168000.0,240,CA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Pending,5.656
KQN96JZ6QZ4V,2020-10-01,2020,2020Q4,738,700-739,73.56,60-75%,37.16,36-43%,192000.0,360,AL,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Pending,3.237
SKG09T3Z2RLM,2018-10-01,2018,2018Q4,665,660-699,76.48,75-80%,39.67,36-43%,470000.0,360,TN,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Missing,5.379
JG9GE4SVQ2U1,2022-03-01,2022,2022Q1,741,740-799,67.75,60-75%,36.35,36-43%,325000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.617
TFKSBTJT0Z2K,2019-01-01,2019,2019Q1,687,660-699,75.07,75-80%,42.56,36-43%,328000.0,360,NJ,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.615
0KFCW96NUXJO,2023-03-01,2023,2023Q1,600,<620,72.33,60-75%,31.55,30-36%,330000.0,360,OH,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,8.24
43IKH64CPPZH,2020-03-01,2020,2020Q1,583,<620,79.33,75-80%,48.53,>43%,389000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.317
ZLD6XUVGCORG,2018-01-01,2018,2018Q1,686,660-699,77.95,75-80%,44.66,>43%,555000.0,180,IL,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,5.581
CEE165XVA9T7,2019-10-01,2019,2019Q4,766,740-799,68.36,60-75%,40.63,36-43%,384000.0,240,NY,Home Purchase,Single-Family Detached,Second Home,Beacon Home Loans,CoreServicing,Complete,4.016
STUCFUT6YSIQ,2022-12-01,2022,2022Q4,705,700-739,67.07,60-75%,30.75,30-36%,366000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Pending,6.04
7LR2508EQO19,2023-07-01,2023,2023Q3,626,620-659,73.66,60-75%,37.94,36-43%,272000.0,360,LA,Home Purchase,PUD,Second Home,Atlas Mortgage Services,CoreServicing,Complete,7.976
FI3U90FKYBZT,2020-07-01,2020,2020Q3,740,700-739,86.48,80-90%,24.98,<30%,195000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.549
2VJTPBU67YUN,2023-12-01,2023,2023Q4,720,700-739,63.91,60-75%,36.98,36-43%,388000.0,360,VA,Home Purchase,Condominium,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.937
AW53APUL1S4Y,2019-05-01,2019,2019Q2,693,660-699,59.23,<60%,41.32,36-43%,399000.0,360,OK,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,4.928
73E5UI748JEC,2020-07-01,2020,2020Q3,670,660-699,72.89,60-75%,30.16,30-36%,480000.0,360,CA,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.713
G8WVE1MNEEV7,2020-10-01,2020,2020Q4,667,660-699,81.62,80-90%,37.32,36-43%,591000.0,180,TX,Rate/Term Refinance,Condominium,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,3.734
CTO5C4HQWBM3,2019-03-01,2019,2019Q1,716,700-739,76.67,75-80%,44.26,>43%,222000.0,360,AZ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,4.419
MSGPES8Q9QP7,2020-04-01,2020,2020Q2,683,660-699,63.33,60-75%,43.31,>43%,268000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,3.524
XUZJSXZ32TZY,2020-12-01,2020,2020Q4,683,660-699,86.19,80-90%,40.76,36-43%,414000.0,360,MO,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,VendorAPI,Pending,4.012
BDSEGORNYYZ8,2022-03-01,2022,2022Q1,693,660-699,78.6,75-80%,49.8,>43%,330000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.766
2H3UY3VSFWYB,2020-12-01,2020,2020Q4,802,800+,66.24,60-75%,29.76,<30%,539000.0,360,AL,Rate/Term Refinance,PUD,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.152
ZNXGVUAQ4YGG,2018-08-01,2018,2018Q3,754,740-799,62.58,60-75%,33.73,30-36%,309000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.699
G3P0V3G46D1T,2020-10-01,2020,2020Q4,699,660-699,77.82,75-80%,30.49,30-36%,652000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,3.982
CJQ8JV2ZOVB1,2023-02-01,2023,2023Q1,621,620-659,63.61,60-75%,32.0,30-36%,336000.0,360,WI,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,7.618
VPLBZG1ULPU7,2018-02-01,2018,2018Q1,677,660-699,74.37,60-75%,50.23,>43%,574000.0,180,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.981
LFPJJLXTWYX2,2023-12-01,2023,2023Q4,755,740-799,61.41,60-75%,33.63,30-36%,146000.0,240,NC,Home Purchase,Single-Family Detached,Second Home,Atlas Mortgage Services,VendorAPI,Complete,7.026
HFGXB84SAYI9,2018-10-01,2018,2018Q4,680,660-699,74.22,60-75%,38.45,36-43%,389000.0,360,PA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.807
0K17VET0IGHJ,2018-01-01,2018,2018Q1,731,700-739,69.14,60-75%,40.89,36-43%,333000.0,180,MI,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.51
U8DGA06I9RYX,2018-11-01,2018,2018Q4,643,620-659,80.07,80-90%,54.28,>43%,162000.0,360,TX,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,5.433
ZW2T3FF8O4I7,2019-07-01,2019,2019Q3,711,700-739,86.53,80-90%,37.04,36-43%,328000.0,240,NC,Home Purchase,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.254
VR27JAYF71Q6,2020-02-01,2020,2020Q1,729,700-739,71.82,60-75%,32.65,30-36%,217000.0,360,MI,Home Purchase,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.141
7NCW56I8K7WQ,2022-12-01,2022,2022Q4,661,660-699,82.2,80-90%,33.14,30-36%,277000.0,360,MI,Home Purchase,Condominium,Second Home,Meridian Residential Capital,LegacySFTP,Complete,6.04
2CV93Z1DIIP4,2021-06-01,2021,2021Q2,733,700-739,81.55,80-90%,37.09,36-43%,366000.0,360,TX,Home Purchase,Condominium,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.44
6EO0NXQTAL26,2021-10-01,2021,2021Q4,686,660-699,80.22,80-90%,35.2,30-36%,316000.0,360,NY,Home Purchase,Single-Family Detached,Investment Property,Atlas Mortgage Services,CoreServicing,Complete,3.31
ICF1M2EY771Z,2023-04-01,2023,2023Q2,747,740-799,54.46,<60%,28.71,<30%,373000.0,360,IL,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.117
ERTFKPXTKKSI,2018-10-01,2018,2018Q4,600,<620,70.55,60-75%,50.54,>43%,348000.0,180,VA,Rate/Term Refinance,Condominium,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,6.263
LIXXPW7JLNII,2019-05-01,2019,2019Q2,745,740-799,64.52,60-75%,21.88,<30%,735000.0,360,KY,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,4.111
VHQZIUZETWLQ,2023-10-01,2023,2023Q4,552,<620,83.31,80-90%,54.9,>43%,360000.0,180,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,8.714
7GA47KF1A9EC,2022-08-01,2022,2022Q3,722,700-739,68.0,60-75%,37.18,36-43%,343000.0,240,KY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.818
J162SFPLWMA5,2018-05-01,2018,2018Q2,622,620-659,79.26,75-80%,41.91,36-43%,381000.0,360,WI,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.633
6RW10UKAWS4H,2019-05-01,2019,2019Q2,696,660-699,82.29,80-90%,39.35,36-43%,327000.0,360,NY,Cash-Out Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,4.571
M34G2U2GVC0E,2020-03-01,2020,2020Q1,733,700-739,65.81,60-75%,39.26,36-43%,193000.0,360,NC,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.536
2B5X8TTKTC5E,2018-03-01,2018,2018Q1,781,740-799,59.0,<60%,23.26,<30%,418000.0,360,FL,Rate/Term Refinance,Single-Family Detached,Investment Property,Northgate Financial Servicing,VendorAPI,Pending,4.662
YY7FZJ4UFCBQ,2021-06-01,2021,2021Q2,766,740-799,67.24,60-75%,40.85,36-43%,512000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.252
T6E8V78LC1HJ,2021-11-01,2021,2021Q4,678,660-699,89.55,80-90%,39.69,36-43%,560000.0,360,MO,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,3.805
E2BG6NFY1FBA,2020-01-01,2020,2020Q1,713,700-739,87.5,80-90%,33.85,30-36%,417000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,3.48
4ZDRG0BRCRYR,2019-04-01,2019,2019Q2,653,620-659,75.15,75-80%,42.04,36-43%,301000.0,360,MN,Home Purchase,PUD,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.945
HA9FOHB0YB5C,2020-07-01,2020,2020Q3,622,620-659,87.43,80-90%,38.29,36-43%,361000.0,180,GA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.99
0V4MH3LUNHMN,2023-07-01,2023,2023Q3,757,740-799,48.63,<60%,24.4,<30%,606000.0,180,MI,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,7.044
X8KB99D8I0UY,2022-04-01,2022,2022Q2,616,<620,75.13,75-80%,42.92,36-43%,306000.0,360,OH,Home Purchase,Single-Family Detached,Investment Property,Beacon Home Loans,CoreServicing,Complete,7.211
WV8JNMBUSBSK,2023-08-01,2023,2023Q3,691,660-699,73.48,60-75%,35.26,30-36%,220000.0,360,FL,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,LegacySFTP,Complete,7.61
PWFY7ROWXH3T,2021-04-01,2021,2021Q2,710,700-739,65.05,60-75%,39.3,36-43%,699000.0,180,NY,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,2.954
RFLDJYJHE49N,2018-08-01,2018,2018Q3,733,700-739,75.38,75-80%,37.83,36-43%,233000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Pending,5.066
N5E8PHBS80KG,2018-05-01,2018,2018Q2,715,700-739,91.26,90-97%,36.05,36-43%,193000.0,180,PA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.777
5LWS7XZQ3RLK,2019-03-01,2019,2019Q1,685,660-699,69.6,60-75%,29.18,<30%,368000.0,360,MI,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.635
5DQC4MHBXXR9,2021-02-01,2021,2021Q1,638,620-659,72.6,60-75%,39.11,36-43%,379000.0,360,CA,Rate/Term Refinance,Condominium,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,3.876
11PFZWSIUVRH,2019-04-01,2019,2019Q2,717,700-739,73.88,60-75%,29.46,<30%,386000.0,360,AZ,Home Purchase,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,LegacySFTP,Complete,4.231
KYFILDDT5IX3,2019-11-01,2019,2019Q4,745,740-799,77.46,75-80%,32.28,30-36%,445000.0,360,GA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,3.661
13CN2HL0SRKX,2023-06-01,2023,2023Q2,667,660-699,82.67,80-90%,40.05,36-43%,312000.0,240,SC,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,7.409
F0LYP4QIC8ZC,2018-04-01,2018,2018Q2,628,620-659,80.78,80-90%,42.83,36-43%,314000.0,360,OH,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,5.411
BUJNPFXAAQCK,2018-06-01,2018,2018Q2,655,620-659,80.61,80-90%,29.14,<30%,272000.0,180,CA,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.285
KJL22APS77TC,2020-05-01,2020,2020Q2,766,740-799,80.01,80-90%,30.52,30-36%,346000.0,360,MO,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.539
RS2OOV9FCVYT,2022-07-01,2022,2022Q3,718,700-739,51.9,<60%,24.58,<30%,397000.0,240,KY,Home Purchase,Single-Family Detached,Investment Property,Beacon Home Loans,VendorAPI,Complete,5.612
XY1QAVTAVDXH,2022-12-01,2022,2022Q4,685,660-699,66.71,60-75%,41.05,36-43%,449000.0,240,MI,Cash-Out Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,6.297
SYETX2R3QYGG,2019-09-01,2019,2019Q3,799,740-799,55.52,<60%,22.2,<30%,243000.0,360,NY,Home Purchase,Condominium,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.035
311PGGYAZ03E,2019-09-01,2019,2019Q3,712,700-739,87.99,80-90%,27.97,<30%,216000.0,240,GA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.339
XIOUECG23AJG,2021-06-01,2021,2021Q2,712,700-739,89.7,80-90%,25.15,<30%,446000.0,240,CO,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.357
8NFJ5PWNIK06,2023-03-01,2023,2023Q1,636,620-659,76.89,75-80%,36.5,36-43%,276000.0,180,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,7.783
GDY3H0QJA2JF,2019-01-01,2019,2019Q1,740,740-799,73.44,60-75%,21.17,<30%,236000.0,360,CA,Home Purchase,Condominium,Second Home,Meridian Residential Capital,VendorAPI,Pending,4.161
Z1FBRYK35SUH,2023-05-01,2023,2023Q2,726,700-739,67.48,60-75%,42.5,36-43%,176000.0,240,MD,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.515
54UWFAZPOLEK,2022-11-01,2022,2022Q4,669,660-699,72.08,60-75%,41.4,36-43%,533000.0,360,TX,Rate/Term Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,6.049
30UH3V9K6C3S,2019-08-01,2019,2019Q3,738,700-739,75.49,75-80%,22.06,<30%,362000.0,360,AZ,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.21
HJZTPY38UYN3,2022-01-01,2022,2022Q1,727,700-739,63.31,60-75%,34.8,30-36%,397000.0,180,AL,Home Purchase,PUD,Primary Residence,Northgate Financial Servicing,CoreServicing,Complete,5.718
MB9223T00A89,2021-10-01,2021,2021Q4,629,620-659,85.17,80-90%,35.75,30-36%,383000.0,360,FL,Rate/Term Refinance,PUD,Primary Residence,Beacon Home Loans,VendorAPI,Complete,4.16
F2VBLG9GEAMK,2018-02-01,2018,2018Q1,636,620-659,86.86,80-90%,42.77,36-43%,355000.0,360,LA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,5.541
BNOEGDQNLPVE,2020-05-01,2020,2020Q2,669,660-699,90.24,90-97%,36.3,36-43%,327000.0,360,MO,Cash-Out Refinance,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.664
5VR1VM544SP6,2019-06-01,2019,2019Q2,702,700-739,77.17,75-80%,31.74,30-36%,322000.0,360,WA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,4.207
LK4LE2STYIT9,2018-05-01,2018,2018Q2,723,700-739,68.07,60-75%,30.94,30-36%,237000.0,360,GA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,4.933
MBG74BVPP79P,2020-10-01,2020,2020Q4,768,740-799,59.56,<60%,16.08,<30%,181000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,LegacySFTP,Complete,3.443
Y50Q9JFUKDLI,2022-03-01,2022,2022Q1,780,740-799,90.05,90-97%,29.6,<30%,708000.0,360,NC,Home Purchase,Single-Family Detached,Second Home,Meridian Residential Capital,CoreServicing,Complete,5.49
QY7AUWKYGFWN,2021-03-01,2021,2021Q1,603,<620,80.81,80-90%,40.55,36-43%,334000.0,360,CA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,4.685
QJQAEMUGWCPD,2018-07-01,2018,2018Q3,690,660-699,65.88,60-75%,39.72,36-43%,284000.0,360,PA,Cash-Out Refinance,Single-Family Detached,Investment Property,Beacon Home Loans,VendorAPI,Complete,5.242
647Y8G04W4SR,2022-12-01,2022,2022Q4,726,700-739,59.28,<60%,37.7,36-43%,251000.0,360,NJ,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,VendorAPI,Complete,5.27
D0ZS0S4EYNLT,2018-06-01,2018,2018Q2,801,800+,67.26,60-75%,26.48,<30%,472000.0,360,MN,Rate/Term Refinance,Single-Family Detached,Primary Residence,Northgate Financial Servicing,CoreServicing,Pending,4.501
FHOJVR6YVK6L,2020-04-01,2020,2020Q2,693,660-699,81.0,80-90%,24.95,<30%,347000.0,360,TX,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,3.337
QDU5IAR74KRG,2021-05-01,2021,2021Q2,708,700-739,70.72,60-75%,47.69,>43%,246000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Northgate Financial Servicing,VendorAPI,Complete,3.116
P4Q5P5LJNH9D,2023-07-01,2023,2023Q3,691,660-699,90.2,90-97%,30.29,30-36%,298000.0,360,CA,Rate/Term Refinance,Condominium,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,7.153
W1PF5QA9K008,2022-07-01,2022,2022Q3,729,700-739,75.13,75-80%,28.08,<30%,367000.0,360,MO,Home Purchase,PUD,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.641
IPWMQNCQL33G,2019-02-01,2019,2019Q1,709,700-739,84.82,80-90%,34.1,30-36%,289000.0,360,NY,Cash-Out Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,LegacySFTP,Complete,4.141
W1XKM71GN6VO,2020-07-01,2020,2020Q3,615,<620,82.3,80-90%,35.64,30-36%,435000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,4.729
9PS3SHQ701Y3,2023-02-01,2023,2023Q1,683,660-699,75.73,75-80%,25.23,<30%,679000.0,360,MO,Rate/Term Refinance,Single-Family Detached,Primary Residence,Meridian Residential Capital,VendorAPI,Complete,7.582
Z0GF9RK3U3CO,2019-06-01,2019,2019Q2,619,<620,86.31,80-90%,38.45,36-43%,286000.0,360,CA,Home Purchase,Single-Family Detached,Primary Residence,Meridian Residential Capital,CoreServicing,Complete,5.469
O4X6VATDM644,2023-06-01,2023,2023Q2,572,<620,92.77,90-97%,47.4,>43%,300000.0,360,NC,Rate/Term Refinance,Single-Family Detached,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,8.329
M1DFL1TNP6FO,2021-03-01,2021,2021Q1,664,660-699,66.42,60-75%,43.15,>43%,249000.0,360,VA,Home Purchase,Single-Family Detached,Primary Residence,Beacon Home Loans,CoreServicing,Complete,3.598
YFX0HNXME4ZU,2021-10-01,2021,2021Q4,717,700-739,93.74,90-97%,39.7,36-43%,313000.0,360,SC,Home Purchase,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Complete,3.379
WNG6LENANVFF,2021-12-01,2021,2021Q4,719,700-739,71.71,60-75%,40.14,36-43%,169000.0,360,PA,Home Purchase,PUD,Primary Residence,Atlas Mortgage Services,CoreServicing,Pending,3.123
PHXBQOL8MI1O,2023-10-01,2023,2023Q4,731,700-739,83.19,80-90%,31.16,30-36%,480000.0,180,WA,Rate/Term Refinance,Single-Family Detached,Primary Residence,Atlas Mortgage Services,CoreServicing,Missing,7.006
TADK98JNQ0HC,2022-02-01,2022,2022Q1,678,660-699,72.62,60-75%,42.58,36-43%,210000.0,180,CA,Home Purchase,PUD,Primary Residence,Cornerstone Loan Servicing,CoreServicing,Complete,6.137
